plot_id,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1,-0.029471064541625,-0.006081526833845404,0.018932491819785995,0.01631258129036652,-0.0014489013972897684,0.02246808066494489,5.11883505358172e-4,0.006925657660106943,0.0013162120559746155,0.002946237382201955,0.0123279168887681,-0.026186910235653872
2,-0.017587028598623253,0.006625690714208228,0.015045421096825088,-0.003976469553187682,0.059166091478148664,-0.01860380445175634,-0.0011587880353817932,-0.03858023647201279,-0.04317000974266035,-0.005190611210648899,0.02606440269102787,0.020420763712701753
3,0.023484313352727645,-0.02756732241940805,-0.05357760509204309,0.0245192233475033,-0.01833871840216128,0.09728251927926147,0.0015613520674451393,-0.019665404718232676,0.03374509289138039,-0.009741073736300879,0.03966129925292997,-0.07439383520550857
4,0.005400617919983794,-0.027760157453374512,0.014656183656316065,-0.021479477852551443,-0.01754130095329152,0.003983421694838211,0.010583483797331946,-0.012274909306907158,-0.00682206720789504,-0.007276720662333776,0.11069874487340038,-0.040476018359133656
5,-0.003406374874518031,-0.004378848219570297,-0.05390054759775934,0.013788672617494798,-0.024296029363136833,0.006552166325017465,0.017893020995693714,-0.038704176622880115,0.008623442001806425,-0.005894658373382156,0.06463971068856741,0.020219080714172943
6,-0.00885367083115507,-0.037733297918301156,-0.0750787284363453,0.0030636704242388846,0.030139107800801018,-0.002378822055926877,-0.011591864741755034,-0.03488321695382216,0.03397692404068366,0.07956673385763018,0.029202427207308163,-0.04201204770349224
8,-0.05056574869457775,-0.06300554190841845,0.07265440019657018,0.07462457290995611,-0.04073619038163506,-0.11270159991511634,-0.010428222837735554,0.03528608728085192,-0.03065398541926767,0.07264209054289734,-0.016313612105908332,0.08333818029536286
10,-0.012260802256657469,-0.010053456316926057,0.0038827878976455676,-0.004910381771691878,-0.014302685350201258,-0.023886578195408698,0.0037485088861734885,0.01932576843256432,-0.011036820081183766,0.01342267514217597,0.0050303732345630126,0.04656091556842035
11,-0.026267383775389425,-0.09113907566307261,-0.04600994855678431,0.06616666764610396,0.027640505443768764,-0.017634489997575036,0.009688979859542665,0.024580452492616773,0.006465663961424284,0.026474185858496407,-0.04000114111476821,-0.011655398786552307
12,0.03502808098386214,0.033684299044807436,0.03615648628932741,-0.0362247217973781,-0.03285782147435149,0.025916254738746775,0.022813496609503575,-0.04025126859261576,1.456099733683769e-4,0.02050257400813843,-0.033328689300148984,-0.008304038705214808
13,0.017265114783372764,0.01554202472439862,0.007049816019948085,-0.014204677226855478,-0.023974600744846013,-0.0011757053492808718,-0.010274968305918527,-0.005724165647517358,-0.003809634065834048,0.007214530749401056,0.014156741667964731,-0.003096714907249748
14,-0.03689333301527363,-0.010257291193546625,0.00737102769888968,-0.008906182576443692,-0.04840533714414352,0.0037512325953734846,0.019536048596177025,0.051634124043485864,0.005207847207269782,0.05846042946644906,-0.004009609550596094,-0.018893383841912595
15,-0.035296815429303796,-0.012987901090781998,-0.026084158699801907,-0.027262177688806177,-0.01078123866577276,-0.03238370244431582,0.005098082181278237,0.014175716212555386,0.01381663137001212,0.055704831973813825,0.008662659249193036,0.04432775863127335
16,-0.024706749812832926,0.0322025565988965,0.021026350604356942,-0.003844237988551195,0.0023332750671772504,-0.006417903005822401,-0.014099690434139537,-0.009206763552472167,-0.0036555714040636587,0.02790465919142739,-0.03938248450978027,0.01956160688756113
17,0.013172100680147542,0.08210089092690159,-0.02899607218316704,0.005256532945505839,-0.060680079209094684,0.013286499762811063,-0.04977249053045407,0.015204878483510856,-0.013591370717401111,0.08806649744836624,-0.016169129951740246,-0.03920171841157642
18,0.06206995750784215,0.02408693906159966,0.01575054904863347,-0.014137477466185303,-0.03426328007792686,0.02043539310834273,0.008341122975296211,-0.028228316789792523,-0.017963058917855084,-0.012403131412682067,0.014853318776932689,-0.044424001237614474
19,-0.022413171907417054,-0.019267578594892216,0.04164282116366402,-0.023262892638184596,0.01807039057646359,-0.01975573932412226,0.025500891316147467,-0.04548758670254307,0.003678275308981497,0.005478111635312384,0.025305856505598412,0.013486259972597989
