Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0.34807032543583893,0.31784607884141636,0.32420057668456714,0.3202835940177514,0.3104254799371093,0.280615636063248,0.2581725626371028,0.2383337911515789,0.2162516971960871,0.2133678832639692,0.2794870940126494,0.32347860710057197
0.5069616799408299,0.5311616904760993,0.5554333022434073,0.37159609762506984,0.5007306709029392,0.4208970277464999,0.5355572504597883,0.5062621055247102,0.5506994480244068,0.5512782268620346,0.5315940541889681,0.5302757134864071
0.5519826222055886,0.5597875122391185,0.5616925100456183,0.5471711869349665,0.5646817581573493,0.5476332856638425,0.5811327367425992,0.5873176734684673,0.5585696683102188,0.32022378089512354,0.40026017204437586,0.5337424407152145
0.44890992210837755,0.41214563308091373,0.3980418385167019,0.40097692408004,0.4038173294639155,0.4311501264594608,0.45760122032611755,0.43619701527894594,0.4059779577687773,0.42539973267757236,0.44546890008332723,0.46469622210387107
0.46500563306616555,0.48873849811534503,0.4379302475565109,0.2851237238802196,0.39945403503301086,0.3576988092119186,0.45462736379874863,0.46851412715513285,0.4674342521043182,0.49924667496527925,0.5139226380948694,0.5281251830589889
0.3657597535934291,0.4643494310824521,0.25713486061481844,0.4855051452358402,0.49737527576901314,0.4738061176920325,0.43531835706691413,0.4367529911342627,0.384182521636648,0.4084484977356297,0.3940642469920621,0.3801440043369967
0.358109412230748,0.49557705106831756,0.32655934832306166,0.4179151399845844,0.5732839663794083,0.5279878861647249,0.5055358913944845,0.4642180248013501,0.550127530240751,0.5760645964097931,0.5987791717253473,0.48347888044872545
0.5195209350158252,0.46684832564933426,0.4175739491451975,0.3756860654185652,0.5129664383934669,0.49779969853543676,0.47210749584571243,0.45423787248899855,0.45133147054989065,0.48026576016309286,0.49349304734173094,0.4634212895255814
0.24909129932315355,0.33937215778112306,0.36237913386907117,0.4969115145430714,0.5189066870755219,0.4092259383307165,0.41972229515016957,0.37998220636101887,0.4255198939108818,0.4836481318095719,0.4782004775842208,0.36552383253779425
0.5727965005401224,0.5226475227989117,0.47295323721254234,0.5180306951183693,0.4202093278366081,0.4532388518472745,0.47028340304001026,0.4489462192525735,0.4438061676694209,0.45661462346949566,0.4986546573189444,0.5393385610442174
0.4727639033594086,0.47107040417679347,0.46948616300595997,0.4677926638233449,0.4661537936466206,0.5746262544512104,0.5476953570118152,0.47945868709087347,0.4340941766636555,0.42528535626638736,0.4262794378627272,0.44430618067158423
0.4411495260977423,0.414768407488064,0.2721355627875659,0.32176837426638516,0.37818163448689973,0.3591813890798261,0.36517628155716947,0.3713710037837576,0.4440535303063243,0.49217251230300657,0.4695956017318145,0.5000054808543104
0.5044346480834827,0.4270751926164177,0.43132586227616865,0.17905850900485917,0.4494587062168588,0.46605948536041236,0.45798270277864433,0.45283912185250264,0.40755379065025216,0.42937843063410264,0.4519305586174148,0.524277561246497
0.4848707711560013,0.4388779098118728,0.40408954458372925,0.41807738241939746,0.37877855684349326,0.40407121099505544,0.3989343177926517,0.384109985403703,0.41986519177168813,0.46842980159480757,0.4751540621654385,0.473696300523093
0.4216316283310951,0.4606387365286824,0.4490299580569591,0.43662057417339284,0.424611492995748,0.4363417117212126,0.3718319549241477,0.3742456401793154,0.37021513624994146,0.37021513624994146,0.428111636255056,0.4145466544063624
